,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
3777,3885,3,1,2,0,1,bitch yuck
3778,3886,3,2,1,0,0,gotta love islamofascist cow tries make retort age typical muzzie idiocy
3779,3887,3,0,2,1,1,im hoe
3780,3888,3,1,2,0,1,lmaooo hell naw nigga must playing school blind cripple
3781,3889,3,0,0,3,2,i feel way bigotry racism using word redskins
3782,3890,3,0,3,0,1,shut bitch ainn complete witout money melle n
3783,3891,3,0,1,2,2,yellow shirt hat turnt da side
3784,3892,3,0,0,3,2,along french blue buggs bunny viis oreo ivs
3785,3893,3,0,3,0,1,please acknowledge existence amazing son bitch
3786,3894,3,0,0,3,2,u still ur blk pom
3787,3895,3,0,3,0,1,see bitch friends
3788,3896,3,0,3,0,1,look bitch wanted gramatically correct would
3789,3897,3,0,2,1,1,im talking pucture pussy cat nit twit
3790,3898,3,0,2,1,1,him well they like fried chicken esp spear chuckers
3791,3899,3,0,0,3,2,he resides mantle piece
3792,3900,3,0,0,3,2,certainlt paddies
3793,3901,3,0,0,3,2,man city yankees got together form mls club they begin playing
3794,3902,3,0,2,1,1,mr cox chase charlie day bend boy i conjugate a e
3795,3903,3,0,0,3,2,not taking franks advice ate yellow snow
3796,3905,3,0,3,0,1,that twat barry hearne it would seem option teams share venue
3797,3906,3,0,0,3,2,the spear chuckers flooding upton park
3798,3907,3,0,0,3,2,yankees beat grapefruit league day
3799,3908,3,0,0,3,2,yankees playing tonight bronx game current series diamondbacks
3800,3909,3,0,0,3,2,you remember used funny coloured paper
3801,3910,3,2,0,1,0,nahh whatever spook spic i still like good day
3802,3911,3,0,3,0,1,bitches shit hoes tricks
3803,3912,3,0,3,0,1,fucking dare faggot
3804,3913,3,0,3,0,1,cant call someone fag snuggling guys
3805,3914,3,2,1,0,0,high school dont house fucking faggot
3806,3915,3,0,3,0,1,faggot
3807,3916,3,0,3,0,1,stupidest bitch brb crying called stupid
3808,3917,3,0,2,1,1,ohh mr i tough cause i live retarded city thinks cool people like shoveling snow broke bum
3809,3919,3,0,3,0,1,apply thunder valley bitch
3810,3920,3,0,3,0,1,look i thirsty ass bummy ass bitch ass year old niqqa i jus wanted know i get follow back please
3811,3921,3,0,3,0,1,bet make sure bitch involved thing floyd pac agree screwed em
3812,3922,3,0,0,3,2,i like i really doubt even plays we already got lot big man rotation committed bosh bird mcbob shawne
3813,3923,3,0,3,0,1,finished essay quiz bitch
3814,3924,3,0,3,0,1,ok i wanted know bitch i
3815,3925,3,2,1,0,0,because ian retarded
3816,3926,3,0,3,0,1,lol nigga look like combo trash house trash dump
3817,3927,3,0,3,0,1,god niggaa tryna say aids longer shit like bitch ebola
3818,3928,3,0,3,0,1,bad bitch ugly ass nikes
3819,3929,3,1,2,0,1,lol i sad things control but walk stage nigglet i happy
3820,3930,3,0,3,0,1,lmaoo i think i want bitch ya tiene cansada thanks wait hold who u fighting
3821,3931,3,1,2,0,1,u stupid fuk head bitch
3822,3932,3,0,2,1,1,plastic surgery tranny
3823,3933,3,0,3,0,1,quit baby hit patchouli pussy
3824,3934,3,0,2,1,1,retarded
3825,3935,3,0,3,0,1,i think i job toodles bitches
3826,3936,3,0,3,0,1,speaking little bitch even squats little bitch kept talking distract everyone else icu
3827,3937,3,0,0,3,2,io lol osi tangi haha tuku ho tangible terryn atunga ho fie lea lahi mai
3828,3938,3,1,2,0,1,i get bitch go gt gt
3829,3939,3,0,3,0,1,bitch know lingo hoe lol
3830,3940,3,0,3,0,1,lol toughen pussy
3831,3941,3,0,3,0,1,hoe skilled
3832,3942,3,0,2,1,1,gotta find hoe
3833,3943,3,0,0,3,2,song trash
3834,3944,3,0,3,0,1,boi stop aint hoes ward never either thats nobody knew hood aint hoes
3835,3945,3,2,0,1,0,got dyke wit child whse mgr jus hired another girlboy dis week
3836,3946,3,1,2,0,1,hoe wear shoes ya big bitch missed couch shot ray allen bailed pussy
3837,3947,3,1,2,0,1,r u faggot
3838,3948,3,0,3,0,1,shit chunky lol
3839,3949,3,0,0,3,2,carne asada gallo pinto tajadas verde queso frito salad with milca
3840,3950,3,1,2,0,1,psh sexy bitch gotta sexy voice easily get shit goin
3841,3951,3,0,3,0,1,pussy
3842,3952,3,0,3,0,1,stop pussy
3843,3953,3,0,3,0,1,ha ha look fag said lol
3844,3954,3,2,1,0,0,u pulled queer shit spon u put homo lol
3845,3955,3,0,2,1,1,yep lmao its hectic weeks waddup ho
3846,3957,3,0,0,3,2,go yankees
3847,3958,3,1,2,0,1,hahahh thank fag boy
3848,3959,3,0,3,0,1,exactly tweet shit fuck like everybody monkey see monkey koiya
3849,3960,3,1,2,0,1,inch bitch flick wit tongue like damn pinada
3850,3961,3,1,2,0,1,pay dem bitches dirty ass chucks mind bro
3851,3962,3,0,3,0,1,gotta get like heads go everyone brings tree bring food bitches liquor course
3852,3963,3,0,0,3,2,homemade angel food yellow cake half inch chocolate frosting devil food die pecan pie
3853,3964,3,0,0,3,2,i gone dog ran coon transformer pole picked one shot still electricity
3854,3965,3,0,3,0,1,birthday make sure tell bitch happy celebrate without drugs
3855,3966,3,0,0,3,2,penguins bird puppy bowl
3856,3967,3,0,3,0,1,lol damn thought let know dad going super saiyan ape shit
3857,3968,3,0,3,0,1,nooo i lmfao bitch ya bitch
3858,3969,3,0,0,3,2,i volunteer guinea pig help test
3859,3970,3,0,3,0,1,lmao nigga talking like bag bitches
3860,3971,6,4,2,0,0,i never seen ignorant illiterate pieces shit life bring natl guard disperse trash
3861,3972,3,0,1,2,2,well pee oft yellow
3862,3973,3,0,3,0,1,says scrawny nigger
3863,3974,3,0,3,0,1,prairie nigger
3864,3976,3,0,3,0,1,haha alright well gotta get see bitch haha scare shit outta i already
3865,3977,3,0,3,0,1,haha i ready slap bitch came walkin room say hi i playin saints underwear
3866,3978,6,0,6,0,1,bitch
3867,3980,3,0,3,0,1,fuck bitch
3868,3981,6,0,6,0,1,bitches day time
3869,3982,7,6,1,0,0,fucking losers wetbacks
3870,3983,3,0,3,0,1,my ass hoe
3871,3984,3,0,0,3,2,purpose charlie
3872,3985,3,1,2,0,1,i dirty ass nigga clean dick fucked bitch ass sucked dick omg lil b ready
3873,3986,3,0,1,2,2,face ugly nudes trash
3874,3987,3,0,2,1,1,hoe
3875,3989,3,0,1,2,2,fault sound like fucc nicca
3876,3990,3,0,3,0,1,say bitch
3877,3991,3,0,3,0,1,bare bitch see i
3878,3992,6,0,6,0,1,keep around new bitches know could next ex dont stay line
3879,3993,6,0,6,0,1,talking fucking right pussy
3880,3994,3,0,3,0,1,yer dirty pussy
3881,3995,3,1,2,0,1,pussy
3882,3996,3,0,3,0,1,no woman deserves sole stomped like he bitch everyone watching nada
3883,3997,3,0,1,2,2,statement day ppl even dumber the ole birds feather type deal
3884,3998,6,0,0,6,2,our disco used disaster recovery awesome brownie points well built most extreme conditions
3885,3999,3,0,0,3,2,charlie day
3886,4000,3,0,3,0,1,sick bitch didnt even invite
3887,4001,3,0,3,0,1,shut bitch
3888,4002,3,1,2,0,1,niggahs like im draggn nutts degree weather tgere frozed like bitch
3889,4003,3,1,2,0,1,dumb bitch
3890,4004,3,1,2,0,1,ur anal stfu u bitch
3891,4005,3,0,3,0,1,basically got room basic bitches
3892,4006,3,0,3,0,1,ha got bitches worked
3893,4007,3,0,3,0,1,bitch i know seen tweet bout
3894,4008,3,0,3,0,1,bitch bye
3895,4009,6,1,5,0,1,bitch
3896,4010,6,0,6,0,1,alright nah bitch want play twitter
3897,4011,3,0,3,0,1,got cancer hoe
3898,4012,3,0,3,0,1,bitch feed you asked buy burger
3899,4013,3,1,2,0,1,bitch nobody want
3900,4014,3,0,3,0,1,bitch i bouta go waffle
3901,4015,3,0,3,0,1,bitch coming
3902,4016,3,3,0,0,0,ebloa case texas if kill niggers might safe
3903,4017,3,0,3,0,1,i read voice like hoe
3904,4018,3,0,3,0,1,fml half breed ex gym ugh
3905,4019,3,0,3,0,1,nice pussy
3906,4020,3,2,1,0,0,idk mouthy spics welfare kids baby daddy
3907,4021,3,1,0,2,2,big yute slits brows darg lol drop
3908,4022,3,0,3,0,1,haha noo bitch stop playing games hoe
3909,4023,3,0,0,3,2,and yankees gave win happy birthday
3910,4024,3,0,3,0,1,i jst fckn w i always wanted jigg hella good jst wild enough circle cuz
3911,4025,3,3,0,0,0,i bend way queer thanks offer flattering
3912,4026,3,3,0,0,0,go back nigeria faggot
3913,4027,3,1,2,0,1,ratchet white trash
3914,4028,3,0,3,0,1,white bitch facebook lol
3915,4029,3,0,3,0,1,get real hair cut faggot i served country marines years what u done
3916,4030,3,0,3,0,1,ur fucking half breed dog stop acting
3917,4031,3,0,3,0,1,yall playful come dumb hoes
3918,4033,3,0,0,3,2,i like pair overpriced trash
3919,4034,3,0,0,3,2,naw i trash keep ya pity hugs
3920,4035,3,0,2,1,1,booty wop sided hell
3921,4036,3,0,0,3,2,two birds one stone biggs
3922,4038,3,0,3,0,1,pussy
3923,4039,3,0,0,3,2,hey thing joke benghazis bush hearings more benghazi real attack
3924,4040,3,1,2,0,1,bout try hoe next
3925,4041,3,0,3,0,1,right tavares kickin bitch curb dramatic
3926,4042,3,0,3,0,1,reason rap pussy what i supposed talk smh how bout make music negative
3927,4043,3,2,0,1,0,coon
3928,4044,3,0,3,0,1,i apparently good luck chuck bitches
3929,4045,3,0,2,1,1,y trash
3930,4046,3,0,0,3,2,i want clams half shell
3931,4047,3,0,0,3,2,you date colored men
3932,4048,3,0,3,0,1,opinion matter she cunt
3933,4049,3,0,2,1,1,well coast you much i see going bass fishing bunch rich rednecks either
3934,4050,3,1,2,0,1,hoes loyal
3935,4051,3,0,3,0,1,nigga caping bitch like seen nudes already what want tf
3936,4052,3,0,3,0,1,pussy whipped
3937,4053,3,1,2,0,1,she doin homework jiggaboo let
3938,4054,3,0,3,0,1,nigga without warm traveled like bitch
3939,4055,3,0,2,1,1,stick court hoe
3940,4056,3,0,3,0,1,bitch follow
3941,4057,3,0,3,0,1,i hope bitch annoying i think thought smart something
3942,4058,3,0,3,0,1,lol that cyber bitch slap sure
3943,4060,6,0,6,0,1,lt lt where go big mouth bitch busy choking cock i told find
3944,4061,3,0,0,3,2,trash jersey odds are you wouldn t last minutes around here go back watching barney
3945,4062,6,0,0,6,2,bwahaaaa i choked oreo cookie i m figuring may something
3946,4063,3,0,3,0,1,breeding nation pussies hell man man if he a pussy i concerned we pussies psycho
3947,4064,6,0,6,0,1,yeah i seen tweet bitch block i used fits
3948,4065,6,2,4,0,1,yeah i try not follow zulu looking bitches flat out no way i use sheets bed not my head
3949,4066,3,0,3,0,1,lol it acronym hoe
3950,4067,3,0,1,2,2,it retarded ignore harlem shake fad hope goes away soon
3951,4068,3,0,3,0,1,everybody knw i mis spell shit ion proof read shit let ah bitch call dumb ima back dey ass
3952,4069,3,2,1,0,0,yeah me my people women laff set apart men love real niggas niggers
3953,4070,3,0,2,1,1,bitch nobody wanting ass u assumed cuz u let dogs run yo filth u think want not
3954,4071,3,2,0,1,0,they mix retards aap maoists terrorists congies delusional retards
3955,4072,3,0,3,0,1,s he got pussy makes and bad so
3956,4073,3,0,3,0,1,atlanta niggas bay niggas gotta chill i shitting hoes
3957,4074,3,0,3,0,1,stfu nigguh i reading manga longest know
3958,4075,3,0,3,0,1,poor poor parker nothing without aaryn bitch would even know around looser
3959,4076,6,0,6,0,1,dat bitch tampon
3960,4077,3,0,0,3,2,box full yellow crayons
3961,4078,3,0,3,0,1,i gotta keep hoes private
3962,4079,3,2,1,0,0,hey aklve im taking black ghetto trash youre blocked nigger
3963,4080,3,0,3,0,1,i thought talm bout school wifi i gon say ask bitch
3964,4082,9,1,8,0,1,man niggas chill man i high af tho y niggas even tell hoe
3965,4083,3,0,0,3,2,what i prove that blissfully ignorant group thinker political chump race traitor
3966,4084,3,0,1,2,2,yellow bone oh easy wit da name callin b
3967,4085,3,0,3,0,1,belle bitch
3968,4086,3,0,2,1,1,went iiiiiiinnnnnn hoe bro
3969,4087,3,0,2,1,1,omg mom christmas i hostess year i would slit throat
3970,4088,3,0,3,0,1,you name group called mob moaning old bitches
3971,4089,3,1,2,0,1,shut fuck cry baby bitch whine life shits retarded
3972,4090,3,1,2,0,1,uh oh gonna preach cry today faggot
3973,4091,3,1,2,0,1,fag
3974,4092,3,0,1,2,2,i wanted brownies man
3975,4093,3,0,0,3,2,i trade one car drift brownies
3976,4094,3,1,2,0,1,fake niggah they fake
3977,4095,3,0,3,0,1,shit gettin money fuckin hoes uk dat go lmaooooo
3978,4096,3,0,3,0,1,wife bitches
3979,4097,3,0,0,3,2,but seriously reason i use mega whatsoever pure favoritism also sweet fuzzy wings
3980,4098,3,0,3,0,1,seems like weak faggot probably yea
3981,4099,3,1,2,0,1,i almost enough rank buy stuff purple bitch what i buy exotic guy
3982,4100,3,1,2,0,1,buck beaners security started pushing jetsgreen faggot around
3983,4101,3,0,3,0,1,slutty ass dykes
3984,4102,3,0,0,3,2,lol i already made i waiting brownies finish
3985,4103,3,0,3,0,1,nigga yes take ride bitch pleaseee
3986,4104,3,0,3,0,1,free world bitch
3987,4106,3,0,3,0,1,rams fags
3988,4107,3,0,3,0,1,want battle shook cause things half way crooks bitch
3989,4108,3,0,3,0,1,still free world bitch deserve area code
3990,4109,3,1,2,0,1,yeah i like im annoying ass bitch support dont bitch
3991,4110,3,1,2,0,1,i gonna tell friend buy scuf dumb chink frail pussy
3992,4111,3,0,3,0,1,use coconut oil faggot
3993,4112,3,0,3,0,1,shit sorry hoe
3994,4113,3,0,0,3,2,supposed grey speckled blue midsole soles yellow icy pass
3995,4114,3,0,0,3,2,i suck tho mad trash i carried always points
3996,4115,3,0,3,0,1,witches took hoe
3997,4116,3,0,2,1,1,nvm thought talking fifa sorry matt trash zombies
3998,4117,3,0,3,0,1,got good mojo sure paybacks bitch
3999,4118,3,0,0,3,2,you saying zebras goth
4000,4119,3,0,3,0,1,nice pussy
4001,4120,3,0,0,3,2,i trying critical jr literally looks like ate pot brownie got couch put gloves
4002,4121,3,0,3,0,1,miss ya fucker send txt every like ya used ill ya twat p
4003,4122,3,0,3,0,1,yes touch bitch get ya shit knocked
4004,4123,3,0,3,0,1,lucky bitch ft juicy j
4005,4124,3,0,0,3,2,hope get better soon colds birds
4006,4125,3,1,2,0,1,u aint bout wop
4007,4126,3,0,3,0,1,stop calling bitch crystal voice
4008,4127,3,0,3,0,1,yes bitch
4009,4128,3,0,3,0,1,kind hoe dressing
4010,4129,3,0,0,3,2,welcome back b without daily rants tl trash af
4011,4130,3,0,3,0,1,eeeeeeeee got hoes
4012,4132,3,0,0,3,2,guest i want bird i think
4013,4133,3,0,3,0,1,like cure time u shut da fuck gettin folks bizness like lil bitch
4014,4134,6,1,4,1,1,block us see happens you think ya high yellow ass just watch
4015,4135,3,3,0,0,0,t faggot crybaby
4016,4136,3,0,3,0,1,stfu hoe
4017,4137,3,1,2,0,1,bitch fuck get mentions malzeno
4018,4138,3,0,2,1,1,would funnier america pussy canada
4019,4139,3,0,3,0,1,i smiled first mugged so course ima mugg back can bitch lol
4020,4140,3,0,3,0,1,thank proving bitch ass wrong tonight
4021,4141,3,0,3,0,1,ya games retard
4022,4142,3,0,2,1,1,lmaooo dj stranger danger im coon
4023,4143,3,1,2,0,1,am gay shit u better ask bitch
4024,4144,3,0,3,0,1,bitch get
4025,4145,3,1,2,0,1,bring yo bitch ass whith em jump want get yo ass beat
4026,4146,6,1,5,0,1,hoe i work til like
4027,4147,3,0,3,0,1,stop looking porn fag
4028,4148,3,0,3,0,1,bitch i told hit got back
4029,4149,3,0,3,0,1,cuz bitches love cheesy
4030,4150,3,2,1,0,0,fag b
4031,4151,3,1,2,0,1,stop bitchy bitch
4032,4152,3,0,0,3,2,tegenwoordig weet je ook al niet wat voor vlees je eet voor je weet zebra een aap
4033,4153,3,0,3,0,1,ha the shyt niggas tell hoes ho wanna
4034,4154,3,0,3,0,1,follow bitch lol u good follow back ha ha
4035,4156,3,0,1,2,2,cant yankees make last weeks moves
4036,4157,3,3,0,0,0,anything trash black president
4037,4158,3,1,2,0,1,got pussy kicked done wins per fox news
4038,4159,3,0,2,1,1,in many areas look need see bean count said beans bitch tend expect
4039,4160,3,0,3,0,1,like gas cause i hit bitch one time ended talkin shit night bitch fried
4040,4161,3,1,2,0,1,i brown black ignorant stupidity makes sick typical thug looking nigger
4041,4162,3,0,3,0,1,thats hoes love relate lonely depressed lol
4042,4163,4,0,4,0,1,it favorite fucking jam i seen judging little girl probably trash
4043,4164,3,0,3,0,1,tryna say i pussy of course i tryna slam i pussy duuuuuuu
4044,4165,3,0,3,0,1,keep ya draws hoe
4045,4166,3,0,0,3,2,you mean one i colored crayons copacetic
4046,4167,3,3,0,0,0,know faggot there literally thousands people radar homo
4047,4168,3,0,0,3,2,his playoffs but luckily means future kid definitely root yanks
4048,4169,3,2,1,0,0,geta life faggot
4049,4170,3,0,3,0,1,nah bc i bad bitch
4050,4171,3,0,3,0,1,pussy
4051,4172,3,0,3,0,1,pussy shit
4052,4173,3,0,3,0,1,wtf dude fucking retarded
4053,4174,3,0,3,0,1,thx hoe
4054,4175,3,1,2,0,1,your dirty cunt mate lol
4055,4176,3,0,3,0,1,close could bitch going zip scorecards rightful mercy stoppage
4056,4177,3,1,2,0,1,yea looks fag like
4057,4178,3,1,2,0,1,suck dick cunts
4058,4179,3,0,3,0,1,good bitch
4059,4180,3,3,0,0,0,cunt
4060,4182,7,0,0,7,2,grass greener side fence course also soggy septic field
4061,4183,3,0,0,3,2,the yankees football funniest part latest video sincerely pittsburgh
4062,4184,3,0,0,3,2,reason i order shirt taffy know i live would probably find stab
4063,4185,3,0,0,3,2,means trash lol
4064,4186,3,0,3,0,1,ayyy tell bitch avi needs fix flat dat flat ass
4065,4187,3,2,1,0,0,shut legs hoe
4066,4188,6,0,0,6,2,interested just wanted see better pic soles
4067,4189,3,0,3,0,1,bitch fuck you cut i get snacks fat boys
4068,4190,3,0,2,1,1,bitch stop harassing
4069,4191,3,0,3,0,1,killed hoe
4070,4192,3,0,3,0,1,bitch im always
4071,4193,3,0,3,0,1,damn makin bitches jealous reality twitter facebook prolly mad bc pic posted wouldnt taken joke
4072,4194,3,0,3,0,1,fuckin mom bitch like aint even payin dylan said fine
4073,4195,3,1,2,0,1,u really got coons dreaming
4074,4196,3,0,3,0,1,fucked fucking retard condemning ray rice yet supporting chris brown women abuser logical
4075,4197,3,0,3,0,1,lovin pussy pics
4076,4198,3,3,0,0,0,shit ass shabbat moms pussy u jew bastard ur times coming heil hitler
4077,4199,3,0,0,3,2,thought ghetto word babe
4078,4200,3,1,2,0,1,yaaaas bitch
4079,4201,3,0,3,0,1,oh bitch toooo far
4080,4202,3,0,3,0,1,bitch look homeless u say meth weed ur fucking discrimination american enough bull shit fuk boy
4081,4203,3,1,2,0,1,haha faggot
4082,4204,3,0,3,0,1,little bitch
4083,4205,3,0,2,1,1,twat well be twat son
4084,4206,3,0,3,0,1,dis bitch gots spunk
4085,4207,3,1,2,0,1,pussy
4086,4208,3,0,3,0,1,truth we dont love hoes
4087,4209,3,0,3,0,1,ass little twat
4088,4210,3,0,3,0,1,i dont love hoes
4089,4211,3,0,0,3,2,thank mick
4090,4212,3,0,3,0,1,barely rhyme dumb bitch
4091,4213,3,0,3,0,1,bitch
4092,4214,3,0,1,2,2,u look like fat kid charlie walker got stuck chocolate tube
4093,4215,3,0,3,0,1,wigga fuck r u conversation yo stalking ass
4094,4216,3,1,2,0,1,bitch i want yo fat ass following hoe
4095,4217,3,1,2,0,1,bitch dumb bitch smarter yo fat peter griffin looking ass
4096,4218,3,0,3,0,1,bitch r u going get ur round i fucking said proving point
4097,4219,3,1,2,0,1,bitches like u proving point u speak shit u know nothing i got fucking studio movie grill stfu
4098,4220,3,0,3,0,1,fuck stfu shit bout u stop little bitch get round cuz u avoiding question u fucking scarry
4099,4221,3,0,3,0,1,u calling pussy u bout shit fuck talking let pop shit
4100,4222,3,1,2,0,1,wow fucking lame laughing ya hey fat ass u want twinkie u said made sense go eat something
4101,4223,3,0,3,0,1,lmao im bein foreal fuck bitches like
4102,4224,3,0,0,3,2,learn first seconds flesh power holds death that riff would cool bird lol
4103,4225,3,0,2,1,1,really telling call boo uhhh naw niggah
4104,4226,3,1,2,0,1,fw nigga pussy
4105,4227,3,0,3,0,1,well i damn sure putting pussy ass romo jersey
4106,4228,6,2,4,0,1,i heard i bitch nigga
4107,4229,9,0,9,0,1,bitch
4108,4230,3,0,0,3,2,would perfect w graham cracker flavored bun maple dougnut bar
4109,4231,3,1,2,0,1,phone dead fag man
4110,4232,3,0,0,3,2,oh pain meds made brain fuzzy though banjo kazooie sec
4111,4233,3,0,3,0,1,happy birthday i hope bitches got something good
4112,4234,3,1,2,0,1,den fat colored girl chased day street swingin da table wit one arm i wants pay
4113,4235,3,0,3,0,1,pussy
4114,4236,3,0,3,0,1,touch throbbing pussy
4115,4237,3,0,0,3,2,trash talk win championships you boring dude
4116,4238,3,0,3,0,1,haha i would go s those fag colors reserved
4117,4239,3,2,1,0,0,shut coon
4118,4240,3,0,3,0,1,has transformed bad bitch she get d
4119,4241,4,0,4,0,1,i want suck pussy
4120,4242,3,0,3,0,1,slap bitch
4121,4243,3,0,3,0,1,that happens pussies presidents generals fight war
4122,4244,3,0,0,3,2,thanks follow guys i enjoying cold yellow belly right
4123,4245,3,2,1,0,0,i follow everything company white trash
4124,4246,3,2,1,0,0,you really seem love sandusky weirdo ur creepy ass cracker
4125,4247,3,2,1,0,0,stop trolling u creepy ass cracker
4126,4248,6,0,1,5,2,lt lt closet muzzie
4127,4249,3,0,3,0,1,ugly bitch cdfu
4128,4250,3,0,0,3,2,your mind free soul satan present u kingdom things mock u stay strong yahshua
4129,4251,3,0,1,2,2,hello dare momma i show glad dat u follow u lbe screamin hot dem pitchers you eva b wit colored men
4130,4252,3,2,1,0,0,she say da hood white trash
4131,4253,3,2,0,1,0,y whitey gots pay fo da preparations
4132,4254,3,0,3,0,1,my mfn birthday pink champaign dat bitch
4133,4255,3,1,2,0,1,sucks rachels sister snobby bitch n rach nice cant stand elissa snutty
4134,4256,3,0,3,0,1,sup nappy headed hoe got quiet
4135,4257,3,0,0,3,2,starts making monkey faces behind
4136,4258,4,0,1,3,2,pic red bone braids tiger back sale
4137,4259,3,0,0,3,2,teabaggers weakening food environmental regulations infinitely scary lethal terrorism
4138,4260,3,0,0,3,2,looking royals wondering could decimate yankee farm system
4139,4261,3,0,2,1,1,shut nappy headed hoe
4140,4262,3,0,3,0,1,happy birthday bitch
4141,4263,3,0,3,0,1,spiked bitch damned nailed
4142,4264,3,0,1,2,2,you look like monkey
4143,4265,3,0,3,0,1,area bitch regardless i imagine
4144,4266,3,0,3,0,1,i lady bitch
4145,4267,3,0,0,3,2,sheeze yellow bone
4146,4268,3,0,3,0,1,pussy tho
4147,4269,3,1,2,0,1,lol ive gotten retards actually think avi ive gotten called ugly black bitch like
4148,4270,3,0,3,0,1,thugging bitches hard days
4149,4271,6,0,6,0,1,bitches crazy
4150,4272,3,1,2,0,1,i working fag
4151,4273,3,0,3,0,1,fine walk bitch
4152,4274,3,0,3,0,1,better bitch
4153,4275,3,2,1,0,0,i serious bitch bitch niggas named fuccing witcho ass making shit
4154,4276,3,0,3,0,1,bitch ion talk shit ion even talk even name lol
4155,4277,3,0,3,0,1,lakers trash
4156,4278,3,2,1,0,0,i swear god nigger better still hang work you got hype
4157,4279,3,2,1,0,0,work today niglet
4158,4280,3,0,3,0,1,hahaha awe yea got date baddest bitch around
4159,4281,3,0,3,0,1,i got tits big hoe evens
4160,4282,3,0,3,0,1,bitch said even like trae fuckin poser
4161,4283,3,0,3,0,1,little bitch general fug seattle
4162,4284,3,0,3,0,1,ohhhhhh i smell challenge usa vs usa next time i see ya bitch ass
4163,4285,3,0,3,0,1,peace negro
4164,4286,3,0,3,0,1,unfortunately correct sir still eat shit die though bitch
4165,4287,3,0,3,0,1,fucked bitch
4166,4288,3,0,0,3,2,if nbc elected spokesman nbc lot trouble i friends longer watch nbc trash
4167,4289,3,0,2,1,1,wonder many us citizens joined isis listening joe scarborough trash black president good job joe
4168,4290,3,0,2,1,1,you bitch complain bad vets treated yet still willing send war sick idiot
4169,4291,6,0,6,0,1,thats goddamn terrible joke gbe lookin bitch
4170,4292,7,0,7,0,1,already know go fed ah bitch ready walk door
4171,4293,3,1,2,0,1,tink u done made funny nigga come gt i got nightclubs trannies crackheads dealers come at me gt
4172,4294,3,0,0,3,2,as in gt gt dogs eat much birds not everything seems human terms
4173,4295,3,0,3,0,1,text bitch
4174,4296,3,0,0,3,2,im proud wacko bird bout
4175,4298,3,0,3,0,1,squad builders gets bitches
4176,4299,3,0,3,0,1,grade a pussy
4177,4300,3,0,3,0,1,bitch i proud black ur samba
4178,4301,3,2,1,0,0,ugly gay nigga bitch fucking peace shit
4179,4302,3,3,0,0,0,coons n uncle toms
4180,4303,3,1,2,0,1,nigga i seen yo ass da welfare center punk bitch worth time
4181,4304,3,1,2,0,1,work something adults money borrow money broke bitch
4182,4305,3,2,1,0,0,fuck stupid ass coward ass punk bitch faggot ass racist piece shit punk bitch worth time
4183,4306,3,0,3,0,1,rape of course the way could get pussy smh
4184,4307,3,1,2,0,1,rich haha u broke bitch no women would ever fuck lol
4185,4308,3,1,2,0,1,oh hell fuck uncle tom bitch i remember yo punk broke ass
4186,4309,3,0,2,1,1,naw boys trash started coasting
4187,4310,3,0,3,0,1,lmao i hella skinny bitches like
4188,4311,3,0,3,0,1,pic trash d ck dry af
4189,4312,4,0,4,0,1,don bitch
4190,4313,3,1,2,0,1,i send hoes nobody gone play geez lmao ask
4191,4314,3,0,3,0,1,ohh yaa wants brooke pinkie toe bang coffee table what twat lol
4192,4315,3,0,0,3,2,us decided drink everclear go yankees game only two made seat
4193,4316,3,0,3,0,1,i fucking hate lmao thank little dick van dyke
4194,4318,3,0,0,3,2,when mary asked said part eat white throw yellow away
4195,4319,3,0,3,0,1,where white hoes bro lol
4196,4320,3,0,3,0,1,wake bake school hoe
4197,4321,3,0,3,0,1,yh i niggah yh shyt dope trust fam
4198,4322,3,0,3,0,1,yep bitches dumb af loyal dumb lol
4199,4323,3,0,3,0,1,i tipsy i tried relate hoes mild sauce make relevant lol
4200,4324,3,0,3,0,1,think need see said bitch question
4201,4325,3,0,3,0,1,yeah bitch eh life sucks everyone equal opportunity lose shirt divorce court
4202,4326,6,0,1,5,2,wow i put slit trophies u
4203,4327,3,0,3,0,1,i swear i thought describing pussy i gotta go bed
4204,4328,3,0,2,1,1,ay nigguh ya coming back
4205,4329,3,0,3,0,1,i know i hoe less i know congregate
4206,4330,3,0,3,0,1,bitch
4207,4331,3,0,3,0,1,blockhead hoe nothing boo
4208,4332,3,2,1,0,0,one problem theres pussies allowed sorry
4209,4333,3,0,3,0,1,bitch im sick
4210,4334,3,0,3,0,1,freeze bitch
4211,4335,3,0,3,0,1,mhm bitch play life
4212,4336,3,0,3,0,1,lmao yes bitch
4213,4337,3,0,3,0,1,bitch please
4214,4338,3,0,3,0,1,bitch please don get shot doug
4215,4339,3,0,0,3,2,random thought if bird crossing path fg try impacted ball causing deflect course re kick miss
4216,4340,3,0,1,2,2,thirsty giants always like ho ho ho
4217,4341,3,0,3,0,1,we making brownies tired bitch circumstances pretty good
4218,4342,3,0,3,0,1,ik felt like bad bitch take notch dex
4219,4343,3,0,2,1,1,is da colored folk allowed join cuz hood folk worried da watermelon growin da chicken small
4220,4344,3,0,3,0,1,try respectful instead acting like fucking retard
4221,4345,3,2,1,0,0,lmao nigga shoulda said i would balless bc dat cold bitch wont stop blowin
4222,4346,3,0,1,2,2,yeah cause anyone thinks clown went buy oreos stupid look
4223,4347,3,0,0,3,2,ugh put one dead center
